Student_ID,attempt_count,num_of_videos,num_of_books,time_on_topic,avg_score,avg_timetaken
427,4,59,4.0,126.0,47.0,63.0
428,13,71,8.0,150.0,59.0,114.0
429,16,8,1.0,68.0,0.0,10.0
430,20,77,0.0,308.0,9.0,18.0
431,14,34,4.0,38.0,13.0,104.0
432,2,71,19.0,161.0,84.0,60.0
433,5,72,6.0,600.0,21.0,105.0
434,8,93,13.0,318.0,69.0,21.0
435,4,81,17.0,716.0,63.0,12.0
436,3,34,14.0,246.0,78.0,102.0
437,3,61,0.0,122.0,9.0,36.0
438,11,78,12.0,180.0,88.0,80.0
439,15,65,12.0,77.0,11.0,88.0
440,19,55,8.0,126.0,58.0,116.0
441,7,9,16.0,75.0,39.0,75.0
442,7,99,6.0,315.0,60.0,60.0
443,17,59,6.0,130.0,84.0,60.0
444,18,1,1.0,8.0,14.0,70.0
445,6,47,20.0,201.0,87.0,108.0
446,7,57,10.0,67.0,55.0,15.0
447,9,2,3.0,20.0,83.0,18.0
448,9,19,19.0,228.0,5.0,35.0
449,6,25,9.0,236.0,55.0,100.0
450,6,53,3.0,218.0,36.0,108.0
451,8,11,4.0,78.0,44.0,12.0
452,15,8,7.0,23.0,65.0,75.0
453,6,29,12.0,123.0,19.0,32.0
454,10,42,16.0,232.0,72.0,10.0
455,15,41,9.0,150.0,47.0,42.0
456,2,92,20.0,612.0,82.0,12.0
457,20,82,20.0,552.0,68.0,48.0
458,14,53,18.0,213.0,3.0,19.0
459,12,25,11.0,61.0,57.0,108.0
460,15,27,3.0,57.0,12.0,108.0
461,10,38,15.0,159.0,63.0,81.0
462,4,41,14.0,220.0,36.0,96.0
463,4,47,0.0,141.0,65.0,40.0
464,4,77,12.0,356.0,84.0,96.0
465,2,37,15.0,267.0,62.0,74.0
466,4,77,20.0,696.0,15.0,30.0
467,17,55,11.0,121.0,52.0,104.0
468,6,37,5.0,42.0,10.0,40.0
469,1,69,4.0,426.0,57.0,45.0
470,6,50,19.0,476.0,79.0,79.0
471,19,60,19.0,139.0,28.0,28.0
472,15,22,4.0,48.0,43.0,43.0
473,8,89,16.0,210.0,89.0,27.0
474,7,93,2.0,376.0,81.0,16.0
475,11,54,4.0,116.0,52.0,72.0
476,1,5,0.0,30.0,81.0,48.0
477,15,82,19.0,732.0,80.0,80.0
478,19,83,3.0,86.0,48.0,48.0
479,5,34,12.0,46.0,7.0,49.0
480,8,59,4.0,244.0,83.0,19.0
481,8,36,13.0,340.0,38.0,76.0
482,11,25,11.0,183.0,79.0,38.0
483,13,31,0.0,124.0,84.0,72.0
484,18,16,5.0,63.0,21.0,84.0
485,8,40,19.0,198.0,66.0,102.0
486,8,55,12.0,134.0,7.0,56.0
487,20,87,19.0,318.0,87.0,54.0
488,20,82,4.0,86.0,67.0,28.0
489,1,38,20.0,58.0,4.0,28.0
490,13,100,0.0,300.0,4.0,14.0
491,7,11,4.0,30.0,71.0,17.0
492,20,60,14.0,74.0,51.0,99.0
493,1,12,8.0,80.0,22.0,56.0
494,6,58,6.0,488.0,59.0,57.0
495,10,5,7.0,34.0,31.0,66.0
496,13,26,18.0,140.0,65.0,40.0
497,14,19,12.0,200.0,49.0,27.0
498,7,35,16.0,86.0,83.0,64.0
499,19,41,14.0,220.0,19.0,57.0
500,19,13,14.0,27.0,91.0,91.0
501,18,84,10.0,94.0,93.0,12.0
502,3,63,17.0,320.0,17.0,68.0
503,20,70,1.0,284.0,97.0,28.0
504,14,65,4.0,134.0,22.0,34.0
505,12,51,11.0,124.0,72.0,96.0
506,20,0,17.0,51.0,86.0,70.0
507,16,55,0.0,220.0,68.0,32.0
508,8,28,20.0,144.0,70.0,40.0
509,17,98,7.0,210.0,2.0,14.0
510,20,30,9.0,156.0,78.0,78.0
511,12,82,15.0,358.0,20.0,40.0
512,20,14,9.0,23.0,38.0,64.0
513,16,76,10.0,344.0,92.0,100.0
514,7,34,14.0,328.0,21.0,42.0
515,12,81,2.0,656.0,19.0,32.0
516,6,67,17.0,336.0,15.0,15.0
517,2,44,15.0,236.0,26.0,26.0
518,16,15,8.0,152.0,82.0,50.0
519,20,59,8.0,268.0,46.0,36.0
520,3,55,1.0,444.0,65.0,65.0
521,14,25,0.0,200.0,22.0,44.0
522,20,24,15.0,252.0,12.0,60.0
523,11,83,8.0,348.0,83.0,18.0
524,14,95,1.0,382.0,92.0,92.0
525,8,75,5.0,240.0,76.0,18.0
526,19,42,11.0,95.0,72.0,48.0
527,9,47,12.0,106.0,68.0,68.0
528,13,50,4.0,162.0,87.0,19.0
529,17,73,0.0,292.0,62.0,16.0
530,18,85,11.0,96.0,12.0,36.0
531,12,67,6.0,280.0,59.0,112.0
532,7,37,2.0,304.0,43.0,52.0
533,1,19,9.0,112.0,22.0,44.0
534,17,27,14.0,136.0,37.0,28.0
535,2,89,17.0,318.0,39.0,36.0
536,19,57,15.0,144.0,26.0,104.0
537,8,80,14.0,282.0,83.0,92.0
538,15,3,0.0,3.0,8.0,56.0
539,5,0,17.0,51.0,3.0,27.0
540,1,87,12.0,396.0,44.0,36.0
541,2,14,6.0,80.0,10.0,80.0
542,17,71,19.0,161.0,22.0,44.0
543,3,83,15.0,392.0,6.0,18.0
544,5,44,6.0,94.0,13.0,117.0
545,4,57,13.0,254.0,17.0,85.0
546,17,73,1.0,588.0,67.0,67.0
547,19,25,3.0,56.0,20.0,20.0
548,2,29,13.0,42.0,54.0,16.0
549,12,63,4.0,260.0,10.0,90.0
550,12,79,2.0,640.0,19.0,38.0
551,13,55,19.0,129.0,38.0,38.0
552,5,9,5.0,42.0,1.0,11.0
553,14,94,1.0,567.0,51.0,102.0
554,1,14,15.0,86.0,20.0,60.0
555,9,77,8.0,162.0,40.0,80.0
556,8,56,1.0,452.0,42.0,84.0
557,8,71,8.0,237.0,28.0,112.0
558,2,80,1.0,162.0,13.0,52.0
559,8,71,1.0,72.0,31.0,18.0
560,3,80,20.0,400.0,43.0,61.0
561,5,37,2.0,78.0,85.0,30.0
562,6,19,3.0,41.0,55.0,55.0
563,8,19,1.0,78.0,85.0,30.0
564,19,31,11.0,168.0,64.0,24.0
565,13,60,4.0,192.0,31.0,62.0
566,14,42,9.0,186.0,49.0,81.0
567,1,82,18.0,100.0,54.0,54.0
568,19,67,17.0,84.0,88.0,80.0
569,8,31,14.0,135.0,36.0,48.0
570,16,97,17.0,422.0,54.0,18.0
571,10,15,12.0,81.0,26.0,36.0
572,2,21,13.0,55.0,59.0,112.0
573,2,60,9.0,516.0,68.0,68.0
574,14,69,4.0,292.0,44.0,68.0
575,7,53,20.0,292.0,38.0,26.0
576,7,60,0.0,60.0,57.0,57.0
577,2,61,8.0,69.0,8.0,24.0
578,2,34,7.0,123.0,1.0,14.0
579,18,29,20.0,156.0,24.0,72.0
580,19,28,6.0,68.0,78.0,36.0
581,7,16,0.0,32.0,52.0,52.0
582,12,4,13.0,51.0,58.0,104.0
583,19,46,19.0,444.0,96.0,96.0
584,4,91,2.0,368.0,32.0,40.0
585,20,2,3.0,28.0,55.0,35.0
586,3,89,16.0,776.0,7.0,42.0
587,4,28,13.0,123.0,70.0,80.0
588,1,17,3.0,80.0,55.0,15.0
589,11,30,9.0,138.0,15.0,10.0
590,1,5,1.0,11.0,23.0,115.0
591,2,84,3.0,87.0,34.0,16.0
592,6,98,11.0,414.0,7.0,17.0
593,1,77,14.0,336.0,75.0,10.0
594,6,19,17.0,55.0,2.0,10.0
595,15,98,10.0,108.0,81.0,84.0
596,9,60,13.0,532.0,47.0,94.0
597,12,88,8.0,96.0,88.0,24.0
598,13,81,19.0,300.0,1.0,14.0
599,17,4,13.0,42.0,15.0,15.0
600,1,50,10.0,440.0,27.0,27.0
601,1,71,2.0,576.0,70.0,40.0
602,10,33,14.0,94.0,85.0,85.0
603,15,7,20.0,54.0,6.0,48.0
604,4,70,5.0,580.0,21.0,69.0
605,5,89,2.0,91.0,16.0,18.0
606,1,56,7.0,189.0,6.0,36.0
607,14,47,10.0,228.0,84.0,96.0
608,7,50,16.0,198.0,57.0,114.0
609,20,60,0.0,240.0,86.0,88.0
610,11,25,7.0,171.0,22.0,12.0
611,1,37,5.0,168.0,51.0,102.0
612,9,29,6.0,256.0,28.0,76.0
613,2,90,2.0,368.0,77.0,16.0
614,7,79,11.0,270.0,67.0,42.0
615,2,82,14.0,534.0,49.0,32.0
616,20,55,4.0,114.0,24.0,48.0
617,8,12,12.0,96.0,55.0,100.0
618,14,53,5.0,116.0,92.0,44.0
619,4,42,18.0,60.0,45.0,15.0
620,16,29,9.0,67.0,16.0,32.0
621,3,73,18.0,164.0,24.0,24.0
622,16,60,1.0,484.0,15.0,105.0
623,20,68,3.0,417.0,24.0,96.0
624,1,38,7.0,180.0,1.0,14.0
625,19,38,5.0,43.0,9.0,45.0
626,9,69,1.0,210.0,2.0,12.0
627,3,32,3.0,140.0,40.0,80.0
628,1,79,6.0,164.0,2.0,18.0
629,18,36,0.0,144.0,83.0,55.0
630,15,2,9.0,39.0,78.0,102.0
631,20,45,0.0,270.0,61.0,16.0
632,10,8,0.0,8.0,74.0,74.0
